ticket_id,customer_id,issue_type,resolution_time_minutes,csat_score
S5970267,C016027,Service Quality,220,3
S9057636,C014436,App Issue,149,5
S7321387,C015304,Membership Cancellation,217,2
S2044235,C015986,Billing,185,1
S9856604,C000017,Membership Cancellation,188,4
S8090531,C018337,Billing,122,2
S6996744,C001479,Service Quality,104,1
S4694464,C005438,Membership Cancellation,80,4
S4704999,C002735,Billing,123,4
S9581865,C016330,Service Quality,103,4
S5384969,C008111,App Issue,37,1
S6931289,C000414,App Issue,177,5
S9925140,C013217,App Issue,234,5
S2828295,C011587,Service Quality,60,1
S1884964,C007673,Billing,40,5
S1204149,C005765,Membership Cancellation,116,3
S2162302,C005773,Service Quality,165,4
S8865736,C013328,Service Quality,107,5
S8327406,C005819,Service Quality,48,3
S3212760,C006046,Service Quality,80,2
S9957436,C003056,Membership Cancellation,75,1
S1048507,C006084,Service Quality,22,3
S1197935,C017433,Billing,238,1
S5303172,C013510,Service Quality,167,2
S9754350,C006758,App Issue,207,2
S3577817,C017791,App Issue,23,2
S1091389,C002530,Service Quality,120,4
S3132456,C016590,App Issue,168,3
S9227418,C013725,App Issue,109,4
S9882256,C004138,Billing,55,1
S7370519,C012188,Service Quality,5,4
S3729706,C001773,Membership Cancellation,47,5
S2335061,C007830,App Issue,160,2
S8947997,C001084,Membership Cancellation,179,3
S8957167,C004149,Service Quality,126,5
S2666756,C006072,Billing,90,3
S2100750,C015677,Membership Cancellation,195,2
S2201603,C017872,Service Quality,182,2
S9705403,C018414,Service Quality,76,3
S3992126,C015251,Service Quality,117,5
S5067570,C015894,App Issue,85,2
S1442384,C004270,Billing,227,4
S6200599,C005509,Billing,211,5
S9466974,C011513,Billing,198,4
S6723481,C012233,Membership Cancellation,101,4
S6436154,C019929,Service Quality,196,3
S1685795,C008591,Service Quality,237,5
S8247825,C018313,Service Quality,182,3
S3885659,C002618,Service Quality,86,1
S2993676,C015632,Billing,23,2
S1012152,C019839,Membership Cancellation,232,5
S2973965,C019703,Membership Cancellation,53,5
S8165542,C017706,App Issue,123,3
S7117577,C008774,Membership Cancellation,154,1
S3386346,C002977,App Issue,191,5
S6772819,C005853,App Issue,166,4
S3393644,C011337,App Issue,47,5
S9672372,C016258,Billing,71,4
S6229606,C001584,App Issue,37,5
S5863154,C009743,App Issue,119,1
S1336941,C013143,Billing,23,1
S6870993,C008829,Service Quality,20,2
S4043919,C000425,Billing,232,3
S7039122,C006671,Billing,40,2
S3631573,C004306,Service Quality,192,1
S3252250,C001581,Membership Cancellation,37,1
S5503823,C012723,Membership Cancellation,162,3
S1391396,C017975,Service Quality,162,1
S3923509,C002032,Service Quality,182,1
S8737459,C005937,App Issue,114,5
S3858535,C018887,App Issue,167,2
S1760920,C003318,Service Quality,194,1
S5316995,C000412,Billing,24,1
S7403737,C013210,Membership Cancellation,155,2
S2828208,C012141,Billing,31,2
S2446549,C007566,Membership Cancellation,218,5
S6736730,C000324,Billing,148,4
S5105057,C013029,Service Quality,192,3
S5663424,C008524,App Issue,233,2
S8092408,C003977,Billing,63,4
S7584552,C014905,Membership Cancellation,20,3
S5379231,C006119,Billing,108,2
S5551408,C004934,App Issue,141,5
S2174980,C005087,Membership Cancellation,34,3
S6720064,C006418,App Issue,106,1
S2399057,C009648,Billing,115,3
S6886116,C011512,Billing,195,4
S4645819,C003313,Service Quality,88,4
S9078617,C012250,App Issue,211,3
S7948497,C001069,Membership Cancellation,195,4
S8386012,C012184,App Issue,20,4
S9895540,C005003,Membership Cancellation,223,5
S3236728,C011714,Membership Cancellation,161,4
S5267687,C010080,Membership Cancellation,17,4
S4929365,C007310,Membership Cancellation,66,2
S4446405,C014941,Service Quality,23,5
S5189014,C002616,Service Quality,148,5
S3349487,C008462,Billing,93,1
S6218756,C019628,App Issue,135,1
S8768942,C018919,Billing,6,1
S4615725,C002973,App Issue,178,1
S3249690,C005818,App Issue,91,3
S5002363,C019666,Service Quality,143,2
S1781665,C018053,Service Quality,124,5
S3569502,C003262,Service Quality,8,2
S1480163,C011207,Billing,43,2
S7417692,C009956,Billing,132,4
S4065337,C002056,App Issue,111,4
S9832622,C009333,Membership Cancellation,71,2
S7459635,C012278,Service Quality,112,2
S2136170,C011840,Service Quality,104,2
S6518949,C007261,Billing,178,1
S6259874,C002220,Membership Cancellation,206,4
S6279630,C008733,Service Quality,61,2
S2226875,C001559,App Issue,100,1
S4746677,C018928,Membership Cancellation,155,3
S8948357,C014095,Service Quality,177,2
S1834197,C008499,Service Quality,167,2
S9443697,C019853,Membership Cancellation,32,2
S9879834,C010800,Service Quality,174,3
S1445793,C015903,Service Quality,112,3
S6141095,C011514,App Issue,154,3
S5914576,C008397,App Issue,54,5
S1872670,C016327,Service Quality,211,5
S2204588,C009170,App Issue,11,3
S8346480,C014137,Membership Cancellation,93,2
S5035887,C003044,Billing,42,3
S3907890,C011792,Billing,71,2
S5358209,C011377,Billing,210,5
S5053581,C002216,Billing,55,4
S4397648,C007143,Membership Cancellation,11,2
S6417083,C016654,Service Quality,167,1
S2323861,C010490,App Issue,6,4
S6220254,C005623,App Issue,64,3
S9605577,C012150,App Issue,62,2
S8490927,C011822,Membership Cancellation,192,3
S9096250,C018942,App Issue,176,4
S6898492,C019611,Billing,130,4
S7035752,C012243,App Issue,21,1
S8209656,C014400,Membership Cancellation,7,3
S5825954,C004150,Membership Cancellation,161,3
S5032878,C002824,App Issue,20,5
S3031776,C008937,App Issue,73,5
S9513860,C014861,App Issue,25,2
S6491110,C012896,Membership Cancellation,98,3
S9665769,C016303,Billing,184,3
S3368546,C010075,App Issue,228,3
S4400264,C004287,Membership Cancellation,54,2
S5186605,C019745,Billing,221,2
S3884734,C001538,Membership Cancellation,35,1
S2660756,C009582,Billing,159,5
S9659058,C008312,Billing,68,4
S6424394,C013537,Service Quality,220,1
S9002039,C004237,Service Quality,127,5
S3252793,C010598,App Issue,92,2
S9388678,C013546,Service Quality,173,4
S3133530,C017407,Membership Cancellation,136,5
S7807406,C010996,Membership Cancellation,35,5
S9502704,C001114,Billing,213,5
S3595487,C003786,Membership Cancellation,56,3
S6619173,C011406,App Issue,172,5
S6036959,C013185,Billing,201,1
S6157124,C001938,Billing,59,4
S1701545,C018781,Membership Cancellation,169,2
S8585957,C001907,Service Quality,7,1
S2491500,C012165,Membership Cancellation,92,1
S3297428,C019817,App Issue,166,4
S5885556,C015055,Service Quality,198,3
S2446346,C011043,Service Quality,115,1
S3050777,C013508,Billing,146,3
S8058511,C000668,Service Quality,109,5
S5373969,C000220,Billing,198,5
S6746270,C010602,Service Quality,188,3
S4193710,C011582,App Issue,111,3
S8668931,C005115,Billing,25,4
S3941004,C010271,Billing,10,1
S3187696,C012440,App Issue,5,1
S8167868,C018514,App Issue,154,3
S4834212,C001710,Service Quality,21,5
S5757579,C011064,App Issue,132,3
S5321386,C017679,Service Quality,171,1
S9854568,C013313,Service Quality,127,3
S2420412,C018309,Billing,96,3
S1399117,C018672,Service Quality,185,2
S9400451,C005631,Membership Cancellation,151,1
S2284771,C000195,App Issue,16,3
S7662198,C006659,Billing,9,5
S8422684,C014610,App Issue,73,2
S7014552,C013348,Billing,154,5
S3375233,C006342,Service Quality,198,3
S8705557,C012671,Service Quality,140,1
S2251206,C014391,Billing,14,5
S8886967,C009036,Membership Cancellation,199,1
S8226841,C010531,Billing,165,4
S4685445,C002548,Service Quality,170,4
S1266829,C010648,App Issue,169,1
S9539680,C018328,Service Quality,214,4
S8365335,C014532,Membership Cancellation,138,4
S3001991,C017141,Service Quality,53,5
S7402412,C009952,Service Quality,6,3
S6970220,C003087,Billing,92,2
S7579703,C018346,Membership Cancellation,211,1
S7088671,C004225,Service Quality,190,4
S2533318,C002281,Service Quality,85,4
S6131545,C007905,Membership Cancellation,223,3
S9137713,C008767,Membership Cancellation,215,2
S6792753,C007196,App Issue,179,4
S5730465,C002380,Service Quality,171,4
S9341349,C002591,Service Quality,52,2
S3310346,C016861,App Issue,139,4
S8861311,C016328,App Issue,153,5
S5155025,C008636,App Issue,214,5
S3916952,C014185,Billing,146,1
S5529643,C008897,Membership Cancellation,77,2
S9879066,C003548,App Issue,194,4
S5417909,C009140,Billing,120,5
S6347208,C016257,Billing,132,4
S5452167,C010048,Billing,19,1
S3567654,C019364,Membership Cancellation,136,5
S7186959,C018940,App Issue,81,1
S2289387,C016442,Membership Cancellation,17,5
S3379626,C000656,Membership Cancellation,24,2
S8234378,C015863,Billing,131,4
S9360098,C019490,App Issue,33,5
S1602235,C015049,Billing,204,5
S8231560,C004992,Service Quality,57,5
S3492282,C012737,Membership Cancellation,118,1
S5590268,C004241,Billing,219,5
S5466282,C018552,Billing,225,3
S3939304,C013697,Billing,37,4
S1771094,C011400,App Issue,93,1
S1136029,C008119,Billing,155,5
S2527526,C017576,Service Quality,62,4
S8805972,C013229,Membership Cancellation,215,1
S1787738,C008822,Service Quality,177,4
S6729040,C002903,Service Quality,184,5
S3266962,C008983,Membership Cancellation,94,1
S2335918,C003857,Service Quality,92,5
S7190325,C009939,Service Quality,187,5
S2784822,C005854,App Issue,133,4
S5721929,C017052,Membership Cancellation,153,5
S3907513,C014783,App Issue,199,2
S8361961,C018527,Billing,119,3
S5145269,C008545,Membership Cancellation,94,4
S9249566,C010706,Membership Cancellation,25,3
S6092719,C002928,Membership Cancellation,81,4
S9787519,C016162,Service Quality,164,4
S7292125,C005575,Billing,54,1
S4230971,C015328,Service Quality,34,3
S8782738,C009028,Membership Cancellation,37,4
S5212008,C005953,Membership Cancellation,184,2
S5166567,C013781,App Issue,228,1
S9233750,C005534,Billing,193,2
S4891858,C006877,Service Quality,8,4
S6850550,C009977,App Issue,228,2
S1339376,C013331,Billing,63,3
S4076029,C009496,Billing,238,5
S3738962,C011185,App Issue,136,1
S6406498,C010963,Billing,63,5
S6263292,C018079,Service Quality,219,4
S2064940,C001435,Membership Cancellation,219,3
S1706755,C000842,Service Quality,29,1
S5930842,C018628,Membership Cancellation,233,3
S5423960,C005609,App Issue,152,2
S2510946,C004324,App Issue,124,5
S5843335,C018325,Billing,96,3
S3684839,C003048,App Issue,128,4
S1111119,C019402,App Issue,223,5
S4293839,C006874,Billing,145,3
S9316064,C018349,Billing,81,1
S7518238,C016756,Billing,27,4
S9584355,C008440,Membership Cancellation,135,3
S7997647,C016282,App Issue,203,4
S1863036,C009964,Service Quality,173,3
S5977212,C007331,Service Quality,101,5
S3739617,C002481,Billing,168,2
S3258606,C008081,Membership Cancellation,236,3
S9771148,C004012,App Issue,129,3
S3089056,C013220,App Issue,18,4
S7542167,C012333,Billing,226,4
S1015351,C007699,Service Quality,223,3
S2304831,C004083,App Issue,11,3
S6795562,C009361,Membership Cancellation,191,5
S5690107,C011114,Service Quality,83,4
S7137707,C001653,App Issue,20,2
S2187871,C017522,App Issue,155,1
S5340884,C001517,Service Quality,37,1
S2484432,C004305,App Issue,27,3
S9944234,C009710,Service Quality,162,5
S8016724,C006592,Membership Cancellation,152,3
S9070406,C014513,App Issue,112,5
S2828006,C019295,Service Quality,13,5
S8087800,C012611,Billing,93,2
S6544843,C007549,Billing,100,3
S7343856,C000590,Service Quality,21,5
S9205974,C019550,Membership Cancellation,139,5
S7583878,C011295,Membership Cancellation,227,4
S8700296,C019154,Billing,41,1
S5286685,C016665,App Issue,178,3
S2999830,C015657,Membership Cancellation,192,1
S1469313,C018378,App Issue,186,1
S6132343,C000251,App Issue,8,4
S1319325,C000517,App Issue,89,5
S2004585,C009871,App Issue,55,3
S1467773,C003688,Service Quality,32,3
S9692204,C004568,Membership Cancellation,107,4
S4772696,C003835,App Issue,64,3
S8918294,C018546,App Issue,94,1
S8053483,C002425,Membership Cancellation,90,3
S4813741,C016098,Service Quality,94,5
S6429581,C011986,Billing,160,3
S4862604,C006088,Service Quality,196,5
S7767040,C001001,Service Quality,158,3
S3414580,C005982,Membership Cancellation,180,3
S6728788,C007497,Billing,182,1
S2868532,C013248,Service Quality,119,5
S7980095,C000076,App Issue,98,4
S3849105,C009673,Membership Cancellation,134,2
S4076037,C006250,App Issue,62,4
S4757571,C003571,App Issue,103,1
S5018981,C015618,Membership Cancellation,15,5
S9450592,C014065,App Issue,29,5
S4701310,C006417,Billing,14,1
S9685468,C018412,Billing,141,2
S5854738,C019749,Membership Cancellation,43,4
S4974669,C013419,Billing,233,5
S7024922,C004414,App Issue,92,2
S8871046,C007713,Service Quality,56,5
S4936838,C006814,Membership Cancellation,235,2
S2373171,C016878,Service Quality,209,3
S9393449,C013188,Membership Cancellation,12,4
S3795063,C017593,App Issue,6,5
S6149123,C002915,Billing,70,5
S6048141,C012842,Service Quality,22,4
S9074171,C011795,Membership Cancellation,180,2
S5209279,C013860,Service Quality,132,2
S7056319,C006624,Service Quality,79,2
S2073339,C019025,App Issue,170,2
S8686911,C006099,Service Quality,25,1
S2386623,C019024,Service Quality,46,1
S9548769,C016822,Service Quality,92,4
S8996867,C008583,App Issue,102,4
S3614492,C005314,App Issue,168,5
S6176975,C019755,Billing,72,3
S6971440,C006413,Service Quality,118,2
S2748619,C002625,Membership Cancellation,201,2
S2109633,C005194,Membership Cancellation,222,4
S1767029,C003310,App Issue,121,1
S2667599,C008088,Membership Cancellation,22,1
S5223070,C007109,Membership Cancellation,144,3
S7595264,C010553,App Issue,172,1
S1215711,C016555,Billing,37,2
S2034704,C003013,Membership Cancellation,137,1
S3253210,C010167,Membership Cancellation,23,5
S2067530,C008271,Membership Cancellation,222,4
S3011595,C010041,Service Quality,233,3
S2494981,C007613,Billing,141,5
S4171287,C007907,Billing,189,1
S5010070,C002126,Service Quality,223,1
S4830485,C018529,Billing,8,5
S4495045,C014356,Billing,139,4
S4014558,C018225,Membership Cancellation,48,5
S7163926,C017156,Membership Cancellation,12,5
S5534250,C001830,App Issue,117,1
S2046305,C010571,Service Quality,163,4
S8603415,C001206,Service Quality,130,5
S6860516,C012464,Membership Cancellation,41,2
S4453351,C008020,Service Quality,32,2
S3570477,C004588,Membership Cancellation,154,4
S5786032,C000823,Service Quality,171,2
S9966505,C009560,App Issue,142,1
S5964211,C006851,Service Quality,107,5
S3205985,C010401,App Issue,40,5
S3878539,C000876,Billing,134,2
S8668838,C008439,Service Quality,52,2
S6568540,C013740,Service Quality,13,3
S9331729,C010420,Service Quality,213,4
S1269066,C015311,Billing,115,3
S6486090,C015891,Membership Cancellation,205,3
S1446018,C017508,Billing,70,5
S4449577,C008890,Membership Cancellation,106,1
S4334130,C002297,Service Quality,84,1
S8567524,C007446,Membership Cancellation,127,2
S6652833,C014046,Service Quality,25,2
S5681466,C001103,Service Quality,235,2
S1292621,C003346,Membership Cancellation,180,1
S8285681,C003363,Billing,24,3
S8987601,C012542,Billing,209,3
S8166162,C006091,Membership Cancellation,36,1
S4687226,C006823,Service Quality,92,3
S3753844,C010726,Membership Cancellation,131,2
S5435139,C005019,Service Quality,199,2
S8598290,C001993,App Issue,115,4
S4537594,C007983,Billing,116,3
S1869947,C005417,Service Quality,220,2
S7615319,C017656,Membership Cancellation,23,2
S1821687,C003061,Billing,112,3
S6669916,C019266,App Issue,30,1
S5351546,C001527,Membership Cancellation,120,1
S2832548,C008132,App Issue,117,5
S3332892,C010931,Service Quality,139,4
S8471770,C012989,Service Quality,7,5
S5239973,C014673,Service Quality,8,2
S1837389,C014064,Membership Cancellation,62,2
S9464555,C019313,Service Quality,149,2
S2565905,C016640,App Issue,70,1
S6308380,C003444,Billing,234,1
S5647153,C004982,Billing,28,1
S7805189,C006848,App Issue,149,4
S3509894,C007804,Service Quality,14,3
S9590920,C008234,Service Quality,91,2
S8435450,C006945,Service Quality,39,3
S2090035,C005502,Billing,13,5
S7222662,C011038,Service Quality,228,5
S3756178,C010050,Membership Cancellation,221,4
S4958265,C001112,App Issue,92,5
S2663598,C013475,Billing,82,3
S8048033,C017046,App Issue,103,1
S2640820,C011745,Membership Cancellation,192,2
S3811264,C017709,Membership Cancellation,86,4
S7256643,C019955,App Issue,32,4
S8226461,C011022,App Issue,170,4
S2030291,C019772,App Issue,89,5
S1322087,C005064,Membership Cancellation,200,3
S8635567,C001116,Membership Cancellation,31,4
S3015975,C001514,Membership Cancellation,69,5
S9772305,C002360,Membership Cancellation,10,4
S1151314,C000326,Billing,141,3
S5078207,C017320,Service Quality,46,3
S6543523,C008958,Service Quality,137,4
S4197527,C009635,Service Quality,232,1
S8767432,C007222,Membership Cancellation,92,4
S6556468,C005535,App Issue,124,3
S3186001,C010983,App Issue,21,1
S1877446,C004699,Service Quality,5,5
S3057622,C000449,App Issue,11,4
S7581832,C001207,App Issue,180,2
S8869996,C019572,App Issue,79,3
S8215872,C011142,Membership Cancellation,140,2
S3891909,C012127,Service Quality,126,2
S5685369,C009668,App Issue,91,2
S3863835,C001329,Service Quality,237,5
S2661684,C010483,Membership Cancellation,201,4
S6249833,C008202,App Issue,215,2
S5639887,C018310,Membership Cancellation,168,1
S7226266,C012603,Service Quality,159,2
S6671265,C002730,Service Quality,164,1
S3124765,C006249,Billing,77,3
S6276919,C011887,Billing,95,4
S1409210,C016553,Service Quality,128,2
S7428164,C003519,Service Quality,38,2
S6227896,C018951,Billing,157,5
S7247857,C012913,Billing,198,3
S8172661,C006163,Membership Cancellation,139,1
S4580723,C003966,Service Quality,220,5
S6475705,C013498,Service Quality,171,3
S4929819,C005894,Billing,149,1
S2911413,C016660,Membership Cancellation,130,4
S6284336,C007545,Membership Cancellation,71,3
S6464999,C006317,App Issue,87,2
S2842114,C005948,Service Quality,7,1
S1417954,C001618,Billing,126,5
S8682500,C017182,Service Quality,61,3
S4562039,C018305,Membership Cancellation,27,4
S4616085,C017430,Membership Cancellation,51,4
S4195050,C010320,Membership Cancellation,172,5
S7295923,C014833,App Issue,62,3
S1903091,C007702,Membership Cancellation,148,4
S4839018,C000614,Service Quality,60,2
S2418668,C000532,Billing,169,4
S7901890,C019312,Billing,162,3
S1020177,C003775,Billing,104,1
S2610450,C011924,App Issue,203,5
S2406992,C008255,Membership Cancellation,14,5
S8144344,C002123,Membership Cancellation,36,1
S6120516,C015393,Service Quality,123,4
